Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par intercommunalité; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2021;Part des prestations sociales dans le rev. disp. 2021;Part des pers. âgées de 75 ans ou + 2020;Médiane du niveau de vie 2021;Part des revenus d'activité dans le rev. disp. 2021;Part des pensions, retraites et rentes dans le rev. disp. 2021;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2020;Part des pers., dont le diplôme le plus élevé est le bac, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des revenus du patrimoine et autres dans le rev. disp. 2021
242500361;CU Grand Besançon Métropole;197494;6.4;8.9;23090;72.1;29.4;18.5;16.4;12.6;12.6;12.9;8.4
242504116;CC du Val de Morteau;20983;1.8;8;33920;96.1;17.3;21.6;17.8;12.6;8.2;7.1;6.3
242504181;CC des Portes du Haut-Doubs;26736;3.8;8.1;25130;84;20.7;19.4;20.8;12.3;7.7;4.2;7.5
242504355;CC du Plateau de Russey;6888;1.9;7.3;31930;97.1;15.5;21.3;19.9;12.4;6.6;3.5;5.2
242504371;CC du Pays de Sancey-Belleherbe;5502;3.7;10.9;23060;72.6;29;22.3;19.2;11.3;6.1;4.2;8.9
242504447;CC du Doubs Baumois;16057;4.8;10.6;23070;72.7;29.2;23.5;17.1;11;7.7;5.4;7.3
242504488;CC Altitude 800;6585;3.6;8.6;25090;82.1;22.3;19.4;22.1;12.2;6.1;3.3;7.2
242504496;CC du Plateau de Frasne et du Val du Drugeon (CFD);6266;2.7;6.8;28600;91.5;17.1;17.5;20.6;12.5;7.4;3.7;6
242600252;CC du Val de Drôme en Biovallée;30900;4.5;8.7;23060;71.1;28.5;19.7;18.2;13;9.5;7.9;10.9
242600492;CC Dieulefit-Bourdeaux;9584;5;13.4;21730;57.5;40.2;19.3;18.1;12.6;11;9.7;11.6
242600534;CC du Diois;11956;6.8;13;20070;55;39.4;17.6;19.8;12;11.6;10.6;11.9
242700276;CC du Pays de Conches;18262;5.6;8.2;22950;72.3;30;21.5;18.3;11.9;6.9;4.6;6.5
242700607;CC du Pays du Neubourg;22543;4.1;8;24230;77.3;26.7;23.1;18.5;11.9;6.9;4.6;7.1
242852465;CC du Bonnevalais;12154;4.5;10.7;23000;68.8;30.9;25.1;16.7;10.6;5.8;3.3;9.9
242900074;CC du Pays d'Iroise;49472;3.3;9.6;25190;69.6;34.6;12.8;20.8;14.1;10.4;10.4;8.5
242900314;Brest Métropole;211920;6.3;9.2;23100;73;29.5;14;19.1;12.7;11.6;13.4;7.1
242900553;CC du Pays des Abers;41800;3.9;9.2;24020;73;30.4;13.7;20.9;14.4;9.8;7;7.3
242900561;CC de Haute Cornouaille;14900;5.9;13.4;20710;63;36;19.6;20.9;10.2;6.3;3.6;7
242900629;CC Cap Sizun - Pointe du Raz;15286;3.8;18.6;22140;50.4;50.3;19.3;19.2;9.8;7.7;5.8;8.9
242900645;CC Douarnenez Communauté;18383;5.2;15;22260;56.9;42.2;18.1;18.2;10.8;9.5;7.5;9.1
242900660;CC du Pays Fouesnantais;29002;2.7;13.5;25970;60.5;41.6;12.1;19.5;14.8;11.8;10.6;12.6
242900694;CA Quimperlé Communauté;56590;4.4;11.6;23000;65;37;16.8;20.2;12.5;9.4;6;7.4
242900702;CC du Pays Bigouden Sud;37866;3.4;15.1;23770;55.3;46.8;17;19.4;12;9.8;7.3;9.6
242900710;CC du Haut Pays Bigouden;18529;4.2;11.7;22560;66.2;35.4;15.2;21.2;13.1;9.4;5.4;7.6
242900744;CC Poher communauté;15357;6.1;13.4;21730;61.1;38.2;23;18.7;10.4;7;4.3;7.4
242900751;CC du Pays de Landivisiau;33471;5.3;8.3;22170;74.8;25.8;14.6;21.3;14.4;7.7;4.9;7.7
242900769;CA Concarneau Cornouaille Agglomération;51873;4.1;13.4;23320;59.7;40.5;18;19.4;11.9;9.1;6.2;10.4
242900793;CC Communauté Lesneven Côte des Légendes;27571;4.4;10.9;22980;67.2;34.7;18;20.3;12.4;8.5;5.4;7.7
242900801;CA du Pays de Landerneau-Daoulas;49625;4.2;8.7;24530;75.7;28.3;12.5;20.6;15.3;11.7;9.1;6.8
242900835;CA Morlaix Communauté;64893;5.4;12.6;22580;62.3;38.3;16.2;19.1;12.7;9.9;7;8.4
243000270;CC du Pays Viganais;9909;9.2;13.1;18970;52;42.8;23.7;18.1;9.3;9.5;7.2;7.9
243000296;CC du Pays de Sommières;24416;5.4;8.9;23410;73.1;28.1;17.7;18.3;13.4;10.6;9.7;8.8
243000569;CC Rhony, Vistre, Vidourle;28302;4.6;8.7;24060;76.4;25.8;17.1;18.1;13.8;10.4;9.3;9.1
243000585;CC Beaucaire Terre d'Argence;31366;8;8.7;20260;71.5;26.5;27.6;18.1;9.9;6.9;4.8;8
243000593;CC de Petite Camargue;27960;6.4;8.7;21770;71.7;27.6;23.1;18.1;11.8;7.7;5.5;8.2
243000643;CA de Nîmes Métropole;258750;8.7;10;20740;67.7;30.3;22.3;18.4;11.3;9.9;8.6;8.5
243000650;CC Terre de Camargue;20736;4.6;13.6;22470;57.1;39.8;25.3;17.1;9.7;6.6;5.6;14.2
243000684;CC du Pont du Gard;25319;5.3;8.8;22610;73.4;28.1;19.5;18.7;12.8;9.3;7.4;8.4
243100518;Toulouse Métropole;818491;6.3;7.3;23790;81.5;21.4;13.2;16.9;13;13.5;22.5;9.2
243100567;CC Lauragais Revel Sorezois;21703;5.8;13.4;21830;64.4;34.7;21.7;19.5;11;8.3;6.4;9.2
243100633;CA du Sicoval;82571;3.9;7.6;27740;80.7;25.2;9.7;15.9;14.6;14.1;25.8;9.5
243100732;CC des Coteaux du Girou;22837;2.6;7;28090;83.2;20.2;11.4;17.4;16.4;13.3;16.1;13.2
243100773;CC Val'Aïgo;18319;5.2;9.4;22970;77.9;24;20.1;18.9;13.3;8.5;7;7.4
243100781;CC Le Grand Ouest Toulousain;42496;4.6;6.3;26530;85.1;21.2;12.2;17.5;15.8;11.2;17.7;6.6
243100815;CC des Coteaux Bellevue;21009;3;8.2;28400;82.7;23;10.9;17.6;16.2;13.3;16.1;10.2
243200391;CC de la Lomagne Gersoise;19234;5.8;15.3;21510;59.1;37.4;25.1;18;10.6;7.6;5.5;11
243200409;CC du Bas Armagnac;8667;5.8;16.1;21060;59.2;38.2;24.3;18.2;9.9;7.6;4.8;9.5
243200417;CC de la Tenarèze;14354;5.7;16.7;20860;57.5;39.4;26.9;17.5;9;8.4;6;11.1
243200425;CC Cœur d'Astarac en Gascogne;7725;6.5;16.6;20490;55.3;41.2;23.4;19.6;9.7;8.1;5.2;9.8
243200458;CC du Grand Armagnac;13355;5.5;15.5;20290;56.3;40.4;27.2;17.7;8.9;5.8;5;10.3
243200508;CC Bastides et Vallons du Gers;6984;5.9;18;20500;52.2;45;26.6;17.6;9.6;7.3;5.4;9.8
243200599;CC du Saves;9783;4.1;13.5;22910;69.5;32.2;19.1;18.9;11.4;8.6;8;8.5
243200607;CC Artagnan de Fezensac;6985;5.5;17.3;20860;57.5;39;25.7;17.9;10.5;8.2;5.4;11.3
243300316;Bordeaux Métropole;831534;5.3;8;24360;81.1;23.5;14.7;17.3;13.1;12.8;18.2;8.5
243300563;CA Bassin d'Arcachon Sud (COBAS);69218;3.1;15.4;25260;60.3;41.9;15;19.1;12;10;10;13.8
243300811;CC de l'Estuaire;15906;7.4;10.2;20310;66.5;32.2;27.9;16.4;8.2;4.2;3.1;6.4
243301165;CC Jalle-Eau-Bourde;32009;2.9;8.8;27930;76.1;30.7;12.2;17.5;15.4;12.1;14.8;8.5
243301181;CC Latitude Nord Gironde;21372;6;6.5;21740;78.2;22.7;22.2;19.1;10;5.3;3.9;5.9
243301215;CC du Créonnais;18208;4.1;6.8;24290;77;24.5;15;19.5;13.5;9.3;8.3;9.5
243301223;CC du Grand Cubzaguais;37349;5.3;7.4;22760;79.1;23.6;20.1;18.1;11.6;6.9;5.9;5.7
243301249;CC Les Rives de la Laurence;28731;4.1;7.9;24980;76.3;26.2;15.8;18.8;13.9;9.4;8.7;9.8
243301264;CC de Montesquieu;46703;3.2;6.8;26660;82.2;23;12.6;17.9;15.3;11.4;12.3;8.7
243301355;CC Les Coteaux Bordelais;21629;3.2;8.8;26880;78.8;26;13.1;18.9;14.3;10.7;11.3;9.8
243301371;CC du Pays Foyen;16570;7.7;15.3;19710;56;39.7;28.2;17.2;8.3;6.2;4.6;9.4
243301389;CC Médullienne;22252;4;6;24370;81.3;23;16.6;20.3;13.7;7.8;6;6.3
243301397;CC du Fronsadais;17556;4.2;8.2;23600;75.4;26.6;18.6;19.6;11.6;7.7;6.3;8.6
243301405;CC du Val de l'Eyre;21818;3.8;6.7;24870;82.4;22.9;14.4;19.6;14.9;9.2;7.9;5.8
243301439;CC des Portes de l'Entre-Deux-Mers;22229;3.1;8.6;26460;79;25.6;12.2;18;14.9;12.8;14;10.7
243301447;CC Médoc Estuaire;30328;3.6;5.7;25080;81.1;24.3;16.5;19.3;13.8;7.8;6.7;6.8
243301454;CC Castillon/Pujols;19018;6.1;12;20870;66.6;31.8;24.8;16.8;9.5;6.9;5.4;9
243301504;CA du Bassin d'Arcachon Nord;71684;3.1;12;25620;67.6;35.8;15.5;19.7;13.1;8.7;7.9;10.8
243400017;Montpellier Méditerranée Métropole;507526;7.1;8;22490;76;25.2;15.4;17.8;12.4;13.8;19.1;9.2
243400355;CC du Clermontais;28708;7.3;10.4;21010;65.2;29.9;19.9;18.9;10.6;9.6;7.5;11.4
243400470;CA du Pays de l'Or;45401;4;13;24540;67;33.8;15.9;19.2;13.1;10.9;11.3;13.2
243400488;CC La Domitienne;28976;5.9;10.8;21790;66.4;32.3;19.3;19.4;10.8;7.9;5.6;9.5
243400520;CC du Pays de Lunel;51364;7;9.1;21410;71.9;26.7;24.3;17.9;11.6;8.3;7.7;8.9
243400694;CC Vallée de l'Hérault;41320;6;8.3;22550;75;25.4;16.4;19.8;12.7;11.1;9.7;8.1
243400736;CC des Cévennes Gangeoises et Suménoises;12941;7.9;13.5;20100;59.4;35.7;23.8;18.9;9.9;8.7;6.6;10
243400769;CA de Béziers-Méditerranée;129880;10.1;12.3;19050;58.5;34.8;25.5;19;9.2;7.2;6.4;10.6
243400819;CA Hérault-Méditerranée;80710;7.1;13.2;20620;57.1;39.5;23.6;19.1;9.3;7.7;5.8;10.4
243500139;Rennes Métropole;467858;5.6;7.5;24500;79.6;23.8;13.7;17.1;13.2;13.8;18.6;8.7
243500550;CC Montfort Communauté;26271;4.2;7.2;24370;80;23.8;15.9;19.3;14.9;10.7;8.3;6.5
243500618;CC Brocéliande Communauté;18988;4.5;7.2;23660;80.1;22.2;16.7;20.2;14.9;9.6;7.4;7.2
243500634;CC Roche aux Fées Communauté;26910;5.1;9.8;22700;76.5;24.5;23.3;18.3;12.1;7;5.6;7.5
243500659;CC Pays de Châteaugiron Communauté;27419;3.4;5.9;26320;86.2;19.6;13.4;18.9;15.3;11.9;13;7.3
243500667;CC Val d'Ille-Aubigné;38519;4;6;24870;84.3;19.4;15.3;17.7;15.4;11.1;10.9;7.6
243500725;CC Côte d'Émeraude;28243;3.1;16.8;25250;55.5;45.9;16.7;18.6;11.6;11.2;10.4;13.7
243500733;CC Bretagne Romantique;36206;5;8.7;22800;76.9;24.5;19.2;18.5;12.9;9.2;7.2;7.3
243500741;CA Redon Agglomération;66837;5.9;10.3;21510;66.7;33;22.1;17.8;10.2;7;4.4;7.2
243500774;CC Liffré-Cormier Communauté;27563;4.2;6.9;24760;84.2;19.8;14.6;18.8;14.5;11;11.5;6.8
243500782;CA du Pays de Saint Malo Agglomération;86105;4.1;12.9;23540;60.7;35.2;18.7;18.5;11.2;9.9;9;16.4
243600202;CC Chabris - Pays de Bazelle;6163;5.4;16.2;20840;56.7;43.4;32.6;14.7;7.1;3.8;2.4;7
243600236;CC du Pays d'Issoudun;18899;6.4;14.7;21650;64.5;35.8;28.8;14.8;8.3;5.6;4.3;6.7
243600293;CC Levroux Boischaut Champagne;6222;4.9;13.8;21830;66.7;33.8;26.2;16.8;8.9;5.9;2.9;7.8
243600301;CC Val de l'Indre - Brenne;13368;5.2;13.1;21400;65.5;33.9;28.3;16.4;8.4;5;3.3;8.5
243600319;CC Brenne - Val de Creuse;17586;6.2;15;20760;58.5;40.7;28.3;16.7;8.5;5.4;4.2;7.2
243600327;CA Châteauroux Métropole;72542;7;11;21760;66.1;34.8;23;16.6;10.1;8;6;6.5
243600343;CC Cœur de Brenne;4659;5.2;16.9;20640;54.8;44.2;32.9;15.8;7.2;5.1;3;7.9
243600350;CC de la Châtre et Sainte-Sévère;16151;5.5;16.1;21110;57.1;42.2;27.2;16.4;8.5;5.7;3.9;7.8
243700499;CC du Castelrenaudais;16255;5.2;9.4;22400;72.6;29.5;23.4;17.7;11.1;6.5;5.5;6.3
243700754;Tours Métropole Val de Loire;297273;5.9;10.3;23040;71.1;31.1;18.3;17.5;12.4;11.5;13.1;8.6
243700820;CC Autour de Chenonceaux Bléré-Val de Cher;21624;3.5;10.8;23930;73.1;30.9;18.8;18.4;12.6;8.6;6.2;7.3
243800604;CA Porte de l'Isère (CAPI);110918;6.2;6.3;22850;80;22.5;20.9;18.4;12.7;9;8.9;6.6
243800745;CC de l'Oisans;10409;3.4;8.9;22850;73.7;26.7;16.8;21.3;12.5;9.6;7.1;12.5
243800935;CC Lyon Saint Exupéry en Dauphiné;29580;4.8;6.4;24060;81.5;21.7;24;17.9;12.3;7.2;5.5;7
243800984;CA du Pays Voironnais;95590;4;9.7;25310;75.5;28;17.8;16.7;13.7;10.7;13;9.1
243801024;CC du Massif du Vercors;11967;2.9;8.4;25800;73.6;30;10;18;15.9;13.1;18;11.3
243801073;CC de Bièvre Est;22905;3.9;7.3;24290;77.2;26;20.5;18;13.1;8.2;7.1;7.4
243801255;CC Collines Isère Nord Communauté;25212;2.8;7.2;26740;81;24;16.3;18.5;15.1;8.7;8.6;9.2
243900354;CC de la Station des Rousses-Haut Jura;7212;1.3;6.5;36470;99.2;13.6;13.8;21;15.3;11;9.9;7.5
243900420;CC du Val d'Amour;9069;4.9;11.1;22590;66.3;34.3;21.8;17.5;11.2;7.3;4.8;8.2
243900479;CC Haut-Jura Arcade Communauté;9092;3.4;8;26540;85.9;22.5;26.4;17.1;10.5;5.8;4.5;5.3
243900560;CC Jura Nord;11783;4.7;8.7;23280;76.7;26.4;19.7;17.5;12.4;9.4;5.9;6
243900610;CC La Grandvallière;5406;2.7;8.4;26860;82.6;24.3;21.2;17.6;12.3;7.2;5.1;6.8
243901089;CC de la Plaine Jurassienne;9068;4.6;12;22040;65.9;36.7;23.9;18.8;9.7;4.4;2.4;5.7
244000543;CC de Mimizan;12710;4.3;14.7;22110;55.5;45.2;21.8;17.4;9.7;6.8;4.8;9.1
244000659;CC du Seignanx;29212;4.3;9.5;24000;71.9;30.5;14.2;19.3;13.4;9.1;7.1;8.2
244000675;CA du Grand Dax;57582;5.8;13.2;22350;63.3;37;21.2;18;11.3;8.1;6.8;8.1
244000691;CC du Pays Morcenais;9400;4.9;14.7;21700;57.2;43.1;28.2;15.7;7.3;5;3.9;8
244000766;CC du Pays Tarusate;17934;4.9;11.8;22170;67.2;34.3;24.3;17.3;10.9;6;3.3;6.2
244000774;CC du Pays de Villeneuve en Armagnac Landais;6257;5.1;12.4;21920;67.2;33.9;21.9;18.8;11.1;6.5;4.1;7.4
244000808;CA Mont de Marsan Agglomération;55101;5.8;9.4;22870;69.3;32.5;17.3;20.1;13.3;9.1;6.7;7.1
244000824;CC du Pays Grenadois;7694;4.3;10.2;22690;67.1;34.9;18.7;20.1;13.2;6.8;4.2;7
244000857;CC Côte Landes Nature;12431;3.6;13.1;23330;58.9;39.8;20;18.9;11.1;7.5;5.6;12.4
244000865;CC Maremne Adour Côte Sud;70269;3.4;11.7;24000;65.6;33.7;15.5;20.1;13.1;10.1;8.6;14.1
244000873;CC des Grands Lacs;31559;3.5;11.6;23840;60.3;42.1;15.9;20.9;12.5;8.2;6.4;9.3
244000881;CC Coteaux et Vallées des Luys;7634;4.4;14.1;22100;63.1;36.8;22.5;16.9;10.7;5.9;4;8.6
244100293;CC des Collines du Perche;5913;5.3;15.2;21080;59.5;40.4;32.4;15.3;8;4.6;4.2;8
244100780;CC de la Sologne des Étangs;8627;3.8;12.4;22340;65;37.3;25.4;15.7;9.7;6;4.4;8.2
244100798;CC du Grand Chambord;20609;3.4;9.5;24460;71.9;33.1;19.1;18;12;7.4;5.5;7
244100806;CC de la Sologne des Rivières;10430;4.7;15;22020;58.4;43.3;29.3;14.5;8.2;4.6;3.6;7.3
244200614;CC des Vals d'Aix et Isable;5893;4.9;11.3;21660;66.8;32.7;24.3;18.8;10.2;6.5;4.8;9.4
244200622;CC des Monts du Pilat;15431;3.8;11.1;23630;72.3;30.1;19.5;18.3;12.3;10.3;8.5;8.6
244200630;CC du Pays entre Loire et Rhône;14086;5;11.1;22140;73.8;26.9;26.2;17.9;10.4;7;4.5;7.5
244200770;Saint-Etienne Métropole;406257;7.7;10.8;21150;68.9;30.3;24.2;17.1;10.4;8.6;7.8;7.5
244200820;CC du Pays d'Urfé;5130;5;13.3;20410;63.7;34.9;30.2;16.3;9.9;4.8;3.5;8.6
244200895;CC du Pilat Rhodanien;16869;3.5;9.1;24750;75.9;27;20;18.3;14.5;8.8;7;9.1
244300307;CC du Pays de Montfaucon;7990;4.6;12.5;21730;68.4;30.8;24.3;18.2;10.3;5.7;3.5;9.1
244301016;CC des Sucs;18236;5.1;11.2;22500;69.1;29.5;22.7;18;10.6;7.3;4.4;9.4
244301099;CC Auzon Communauté;9370;6.2;11.6;21020;62.2;36.6;23.4;18.2;8.7;4.5;2.6;7
244301107;CC du Haut-Lignon;8054;4.7;13.7;21200;58.3;40.6;20.5;19.4;10;8.7;6.2;10.2
244301123;CC des Pays de Cayres et de Pradelles;5148;6.1;14.2;19630;57.7;38.1;23.1;19.6;11.1;5.1;2.9;9.8
244301131;CC Loire et Semène;20497;4.3;9;23440;73.9;27.9;17.7;20.6;13.2;8.8;5.5;7.8
244400404;Nantes Métropole;677879;5.1;7.7;24950;80.3;23.6;13.2;16.4;13.6;13.6;18.6;8.7
244400438;CC Grand Lieu Communauté;41590;3.8;6.1;24370;82.9;21;16;19.3;14.2;8.4;6;7.1
244400453;CC Pays de Blain Communauté;16666;5.7;8.1;22830;78.2;23.4;17.3;18.8;13.9;8;5.3;5.6
244400503;CC d'Erdre et Gesvres;66951;3.6;5.7;25700;84.5;20;12.6;18.8;16.1;10.7;11;8.2
244400537;CC de Nozay;16212;5.9;6.7;21910;79.3;21;17.6;19.4;12.9;7.1;5.1;6.3
244400552;CC du Pays d'Ancenis;68608;5;8;22900;76.9;24.8;20.1;19;12.4;7.7;5.8;7
244400586;CC du Sud Estuaire;30694;3.9;10.5;23630;68.5;33.4;20.4;17.6;11.5;7.7;5.2;8.8
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);76565;3;14.5;25180;57.1;43.2;16;18.8;12.1;9.4;8.7;14.6
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);129527;5.9;10.6;22710;68.2;33.4;17.5;17.8;12;8.6;7.6;7.2
244500203;CA Montargoise et Rives du Loing (AME);62745;7.9;11.5;20590;65.1;33.6;27.7;15.3;8.7;6.3;6.1;7.6
244500211;CC Giennoises;24088;6.4;12;21800;66.5;34.4;29.3;15.2;9.9;5.8;4.8;7.1
244500419;CC des Quatre Vallées;17150;4.6;10.6;22860;68.9;33.3;25.7;16.9;9.4;5.1;3.9;7.7
244500427;CC des Loges;43116;3.7;8.6;24780;76.3;28.1;18.5;17.1;13.8;9.1;8.2;7.4
244500468;Orléans Métropole;292001;6.1;8.3;23230;75.2;28.3;19.3;17.1;12.5;10.9;12.8;7.1
244500484;CC de la Forêt;17524;3.6;7;25210;80.3;25.4;17.6;17.8;14.5;8.5;6.7;6.3
244500542;CC de la Plaine du Nord Loiret;6785;3.9;9.3;23770;78.7;24.5;22.4;19.1;10.5;6;4.5;7.7
244600433;CC de la Vallée du Lot et du Vignoble;14466;4.9;16.8;21680;49.9;48.4;22;20.2;10.2;8.3;6;10.1
244600482;CC Quercy - Bouriane;10047;4.8;17.6;21440;53.3;45.7;23.6;18.5;10;7.5;5;10.1
244600532;CC du Pays de Lalbenque-Limogne;8743;4.7;12.1;22070;57.8;41.7;17.8;19.5;12.7;11.3;7.1;8.6
244600573;CC du Causse de Labastide-Murat;3918;4.3;15.1;21100;53.5;45.9;19.5;18;11.9;9;6.4;9.9
244700449;CC du Pays de Duras;5735;5;15;20140;56.7;39.1;24.8;17.6;9.7;8.2;6.1;12.4
244700464;CC du Pays de Lauzun;10330;6.2;17.8;19740;51.3;45;29.6;15.8;7.8;5.9;4;9.3
244701355;CC des Coteaux et Landes de Gascogne;12429;4.6;15.4;21360;58.2;39.6;27.6;17.5;8.8;5.4;3.8;10.8
244701405;CC Lot et Tolzac;7374;5.7;14.5;20350;60.5;36.9;27.2;17.4;9.5;7.1;5.3;9.7
244800405;CC Cœur de Lozère;15632;5.4;9.3;23040;70.9;29.3;17.1;20.6;14.6;11.9;7.6;9.6
244800470;CC du Gévaudan;9667;5.7;12.7;22280;63.8;35.1;24.2;18.5;12.2;8.1;4.9;9.3
244900015;CU Angers Loire Métropole;306617;5.9;9.2;23240;72.8;29;18.2;16.7;12.3;11.7;12.3;8.3
244900809;CC Anjou Bleu Communauté;34612;6.2;11.7;21110;69.9;29.9;27.1;17.8;9.5;5.5;3.7;6.4
244900882;CC Baugeois Vallée;34779;5;11.3;21710;69.6;31.3;25.9;17.4;10.1;6.4;5;7
245100615;CC de la Grande Vallée de la Marne;14276;2.6;10.2;26310;75.5;28.3;22.4;18.1;11.8;7.5;5.8;12.3
245100888;CC de la Brie Champenoise;7554;5.5;10.8;21740;69.3;30;27.9;15.9;8.8;4.6;3.7;9.5
245100979;CC du Sud Marnais;5818;5.4;10.4;21980;67.5;29.1;29.5;14.9;7.5;4.3;2.7;11.7
245200597;CC des Trois Forêts;7336;4.6;13.1;21940;64.1;36;27.8;17.4;8.5;5.1;3;8.4
245300223;CC du Pays de Meslay-Grez;13794;5.1;9.7;21920;75.4;25.8;23.7;17.8;11;6.3;4.6;6.9
245300355;CC de l'Ernée;20479;5;12.1;21800;71.5;28;27.1;18.3;10.5;6;3.6;8.1
245300389;CC du Bocage Mayennais;18356;5.1;16.2;20930;62.2;36;34;16.6;7.7;4.5;2.4;8.5
245300447;CC du Pays de Château-Gontier;30057;5.2;11.3;22310;69.9;29.8;26.8;16.1;9.7;7.3;4.9;8.7
245400171;CC Moselle et Madon;28274;3.9;9.6;24760;74.5;31.2;21;17.1;13;8.5;7.3;6.2
245400189;CC des Pays du Sel et du Vermois;28855;5.2;10.3;23550;72.5;31;21.9;18.2;11.4;7.6;5.1;5.9
245400262;CA Grand Longwy Agglomération;63238;4.1;9.2;23050;36.2;20.4;25.9;17.4;9.7;7.8;5.6;47.1
245400510;CC du Pays de Colombey et du Sud Toulois;11243;4.8;7.4;23000;74.9;28.1;20.2;20.3;12.3;7.2;3.9;5.4
245400601;CC du Bassin de Pompey;39750;4.9;10.3;23640;72.8;31.4;21;17.4;12.1;8.9;7.3;6
245400676;Métropole du Grand Nancy;257412;6.8;8.6;22720;73.8;29.1;17.9;16.4;12.4;12.4;15.8;8.3
245400759;CC du Pays du Sanon;5833;4;9.4;23760;72.1;29.5;19.2;19.4;13.7;7;3.3;8.4
245500327;CC du Sammiellois;8324;6.2;10.7;21190;64.6;35.8;32.2;15.5;8.5;4.4;3;6.6
245501176;CC du Territoire de Fresnes-en-Woëvre;4775;4.6;9.6;22370;70.1;29.9;21.3;18.1;11.7;7.2;4.4;8.8
245501184;CC du Pays de Revigny-sur-Ornain;6955;5.3;10;22190;67.4;34.3;27.3;18.8;9.2;6;2.9;6.8
245501242;CC du Pays d'Étain;7484;6.3;9.6;21480;66.1;28.1;22.3;19.4;10.9;5.8;3.4;11.9
245501259;CC du Pays de Montmédy;6923;4;7.9;22610;62.9;24.8;25.5;20.7;7;6.9;2.9;20.7
245600440;CC Blavet Bellevue Océan Communauté;18443;3.4;7.9;24320;69;33.1;14.1;20;13.9;9.3;6.3;8.7
245600465;CC de Belle-Île-en-Mer;5553;3;12.4;23490;56.5;44.9;14.9;21.5;11.1;9.9;8.3;11.6
245614383;CC Questembert Communauté;24202;4.6;9.2;22450;67.8;33.6;20.1;19;11.7;7.5;4.3;7
245614417;CC Roi Morvan Communauté;24787;6;15.1;20390;58.1;39.7;24.7;18.5;8.6;6.1;3.9;7.9
245614433;CC Pontivy Communauté;46189;5.3;10.8;22180;67.1;32.5;21;18.9;11.4;8.1;4.3;8.8
245700133;CC du District Urbain de Faulquemont;24129;4.7;8.7;22710;71;31.2;22.3;18;11.2;7.3;4.2;6.9
245700372;CA de Forbach Porte de France;75745;7.4;9.6;20390;68.6;31.7;29.1;16.2;7.9;6.4;4.6;6.4
245700398;CC de Freyming-Merlebach;31587;8.7;10.7;19390;61.2;36.9;30.6;15.4;7.8;5.5;3.3;5.2
245700695;CC de Cattenom et Environs;27543;1.1;6.3;33270;38.4;12.9;15.3;16.7;14;11.3;13.7;55
245700950;CC du Pays de Phalsbourg;17244;3.6;9.1;23540;72;27.7;21;17.9;11.7;7.4;4.7;11.4
245701164;CC du Warndt;17478;6.8;10.1;20750;60.2;35.7;27.6;17.5;8.6;6.2;3.5;10.2
245701206;CC du Saulnois;28218;5.1;10.4;22280;71;29.9;23.7;17.9;10.8;6.6;4;7.4
245701222;CA du Val de Fensch;70972;5.9;10.3;20960;50.3;25.8;26.1;18;9.9;6.3;4.2;27.2
245701271;CC du Pays Orne Moselle;52864;5.3;9.9;22000;61.9;27.3;24.9;17.2;10.1;6.6;4.6;16.9
245701354;CC de l'Arc Mosellan;35514;2.4;7.7;26780;53.8;21.2;17.8;17.9;13.6;9;6.6;32.8
245701362;CA Portes de France-Thionville;83270;3.7;9.8;25330;47.3;21.8;19.5;16;11.8;10.2;12;37.8
245701404;CC du Pays Haut Val d'Alzette;29401;2.9;9.5;24760;31.4;16.8;30.7;15.1;8.3;6.3;5;54.9
245801063;CC Loire et Allier;7190;3.6;8.8;24310;70.7;34.1;14.4;22.4;12.7;7.4;5.8;6.4
245804406;CA de Nevers;65005;7.7;13.1;21510;62.1;37.9;23.2;17.4;9.9;7.6;6.2;6.7
245804497;CC du Nivernais Bourbonnais;5229;6.7;12.3;20790;63;36.1;26.1;17.6;9.2;5.1;3.1;6.3
245900428;CU de Dunkerque;192554;8.2;8.6;20630;68.3;31.7;25.9;17.9;10;7.4;5.3;5.8
245900758;CC Flandre Lys;39935;4.9;7.7;23180;75.9;26.7;23.2;18.4;12.3;7.7;5.8;7.5
245901038;CC du Pays Solesmois;14641;5.8;8.9;21750;73.1;28.2;23;17.7;10.4;7.8;5.3;6.8
245901152;CC Cœur d'Ostrevent;71253;9.2;8.3;20030;70.9;28.2;26.1;18.2;9.2;6;3.7;4.1
245901160;CA Valenciennes Métropole;192075;9.9;7.6;19690;70;27.2;24.7;17.4;9.7;8.2;7;6.7
246000129;CC du Liancourtois;23882;5.8;7.4;23390;76.9;27.1;23.7;17.9;12;7.4;4.6;4.6
246000376;CC du Clermontois;37625;5.1;7.3;24090;76.9;27.1;22.2;17.9;13.2;8.6;6.2;6.1
